wavenumber_cm,absorption,cd
18290.4884,5.86598938e-02,-8.31197350e+03
18290.9385,5.88651584e-02,-8.34176918e+03
18291.3886,5.90693906e-02,-8.37135880e+03
18291.8387,5.92725536e-02,-8.40073581e+03
18292.2888,5.94746104e-02,-8.42989363e+03
18292.7389,5.96755238e-02,-8.45882563e+03
18293.1890,5.98752566e-02,-8.48752516e+03
18293.6392,6.00737712e-02,-8.51598554e+03
18294.0893,6.02710300e-02,-8.54420005e+03
18294.5394,6.04669952e-02,-8.57216196e+03
18294.9895,6.06616289e-02,-8.59986450e+03
18295.4396,6.08548930e-02,-8.62730090e+03
18295.8897,6.10467495e-02,-8.65446435e+03
18296.3398,6.12371600e-02,-8.68134804e+03
18296.7899,6.14260865e-02,-8.70794514e+03
18297.2401,6.16134905e-02,-8.73424882e+03
18297.6902,6.17993337e-02,-8.76025224e+03
18298.1403,6.19835778e-02,-8.78594856e+03
18298.5904,6.21661845e-02,-8.81133092e+03
18299.0405,6.23471155e-02,-8.83639249e+03
18299.4906,6.25263325e-02,-8.86112643e+03
18299.9407,6.27037973e-02,-8.88552593e+03
18300.3908,6.28794718e-02,-8.90958416e+03
18300.8410,6.30533181e-02,-8.93329434e+03
18301.2911,6.32252981e-02,-8.95664969e+03
18301.7412,6.33953743e-02,-8.97964346e+03
18302.1913,6.35635091e-02,-9.00226892e+03
18302.6414,6.37296650e-02,-9.02451938e+03
18303.0915,6.38938048e-02,-9.04638818e+03
18303.5416,6.40558917e-02,-9.06786870e+03
18303.9917,6.42158888e-02,-9.08895435e+03
18304.4419,6.43737598e-02,-9.10963861e+03
18304.8920,6.45294685e-02,-9.12991497e+03
18305.3421,6.46829790e-02,-9.14977700e+03
18305.7922,6.48342558e-02,-9.16921833e+03
18306.2423,6.49832638e-02,-9.18823264e+03
18306.6924,6.51299681e-02,-9.20681366e+03
18307.1425,6.52743344e-02,-9.22495520e+03
18307.5926,6.54163286e-02,-9.24265115e+03
18308.0428,6.55559173e-02,-9.25989545e+03
18308.4929,6.56930673e-02,-9.27668215e+03
18308.9430,6.58277460e-02,-9.29300535e+03
18309.3931,6.59599213e-02,-9.30885925e+03
18309.8432,6.60895617e-02,-9.32423815e+03
18310.2933,6.62166360e-02,-9.33913642e+03
18310.7434,6.63411138e-02,-9.35354854e+03
18311.1935,6.64629652e-02,-9.36746909e+03
18311.6437,6.65821609e-02,-9.38089274e+03
18312.0938,6.66986722e-02,-9.39381429e+03
18312.5439,6.68124710e-02,-9.40622863e+03
18312.9940,6.69235301e-02,-9.41813078e+03
18313.4441,6.70318228e-02,-9.42951585e+03
18313.8942,6.71373230e-02,-9.44037910e+03
18314.3443,6.72400055e-02,-9.45071590e+03
18314.7944,6.73398457e-02,-9.46052174e+03
18315.2446,6.74368200e-02,-9.46979226e+03
18315.6947,6.75309052e-02,-9.47852321e+03
18316.1448,6.76220792e-02,-9.48671049e+03
18316.5949,6.77103206e-02,-9.49435014e+03
18317.0450,6.77956088e-02,-9.50143832e+03
18317.4951,6.78779240e-02,-9.50797135e+03
18317.9452,6.79572473e-02,-9.51394571e+03
18318.3953,6.80335608e-02,-9.51935800e+03
18318.8455,6.81068472e-02,-9.52420499e+03
18319.2956,6.81770904e-02,-9.52848360e+03
18319.7457,6.82442749e-02,-9.53219089e+03
18320.1958,6.83083863e-02,-9.53532411e+03
18320.6459,6.83694111e-02,-9.53788065e+03
18321.0960,6.84273367e-02,-9.53985805e+03
18321.5461,6.84821516e-02,-9.54125403e+03
18321.9962,6.85338450e-02,-9.54206647e+03
18322.4464,6.85824072e-02,-9.54229342e+03
18322.8965,6.86278295e-02,-9.54193310e+03
18323.3466,6.86701042e-02,-9.54098388e+03
18323.7967,6.87092245e-02,-9.53944432e+03
18324.2468,6.87451847e-02,-9.53731314e+03
18324.6969,6.87779799e-02,-9.53458924e+03
18325.1470,6.88076064e-02,-9.53127168e+03
18325.5971,6.88340615e-02,-9.52735972e+03
18326.0473,6.88573433e-02,-9.52285275e+03
18326.4974,6.88774512e-02,-9.51775037e+03
18326.9475,6.88943854e-02,-9.51205235e+03
18327.3976,6.89081471e-02,-9.50575861e+03
18327.8477,6.89187388e-02,-9.49886927e+03
18328.2978,6.89261635e-02,-9.49138461e+03
18328.7479,6.89304257e-02,-9.48330508e+03
18329.1980,6.89315307e-02,-9.47463133e+03
18329.6482,6.89294847e-02,-9.46536414e+03
18330.0983,6.89242951e-02,-9.45550449e+03
18330.5484,6.89159701e-02,-9.44505353e+03
18330.9985,6.89045190e-02,-9.43401256e+03
18331.4486,6.88899521e-02,-9.42238308e+03
18331.8987,6.88722806e-02,-9.41016672e+03
18332.3488,6.88515167e-02,-9.39736531e+03
18332.7989,6.88276735e-02,-9.38398081e+03
18333.2491,6.88007652e-02,-9.37001538e+03
18333.6992,6.87708066e-02,-9.35547131e+03
18334.1493,6.87378138e-02,-9.34035107e+03
18334.5994,6.87018037e-02,-9.32465726e+03
18335.0495,6.86627939e-02,-9.30839267e+03
18335.4996,6.86208032e-02,-9.29156022e+03
18335.9497,6.85758511e-02,-9.27416298e+03
18336.3998,6.85279579e-02,-9.25620417e+03
18336.8500,6.84771448e-02,-9.23768717e+03
18337.3001,6.84234340e-02,-9.21861548e+03
18337.7502,6.83668483e-02,-9.19899276e+03
18338.2003,6.83074114e-02,-9.17882279e+03
18338.6504,6.82451477e-02,-9.15810950e+03
18339.1005,6.81800825e-02,-9.13685694e+03
18339.5506,6.81122418e-02,-9.11506929e+03
18340.0008,6.80416522e-02,-9.09275086e+03
18340.4509,6.79683412e-02,-9.06990609e+03
18340.9010,6.78923369e-02,-9.04653951e+03
18341.3511,6.78136680e-02,-9.02265579e+03
18341.8012,6.77323642e-02,-8.99825971e+03
18342.2513,6.76484553e-02,-8.97335616e+03
18342.7014,6.75619722e-02,-8.94795012e+03
18343.1515,6.74729462e-02,-8.92204669e+03
18343.6017,6.73814091e-02,-8.89565106e+03
18344.0518,6.72873933e-02,-8.86876852e+03
18344.5019,6.71909319e-02,-8.84140443e+03
18344.9520,6.70920584e-02,-8.81356428e+03
18345.4021,6.69908066e-02,-8.78525359e+03
18345.8522,6.68872111e-02,-8.75647801e+03
18346.3023,6.67813069e-02,-8.72724323e+03
18346.7524,6.66731291e-02,-8.69755504e+03
18347.2026,6.65627137e-02,-8.66741928e+03
18347.6527,6.64500967e-02,-8.63684187e+03
18348.1028,6.63353146e-02,-8.60582877e+03
18348.5529,6.62184044e-02,-8.57438602e+03
18349.0030,6.60994031e-02,-8.54251970e+03
18349.4531,6.59783484e-02,-8.51023595e+03
18349.9032,6.58552778e-02,-8.47754096e+03
18350.3533,6.57302295e-02,-8.44444095e+03
18350.8035,6.56032418e-02,-8.41094218e+03
18351.2536,6.54743532e-02,-8.37705096e+03
18351.7037,6.53436022e-02,-8.34277362e+03
18352.1538,6.52110279e-02,-8.30811653e+03
18352.6039,6.50766692e-02,-8.27308606e+03
18353.0540,6.49405654e-02,-8.23768864e+03
18353.5041,6.48027556e-02,-8.20193068e+03
18353.9542,6.46632794e-02,-8.16581864e+03
18354.4044,6.45221761e-02,-8.12935895e+03
18354.8545,6.43794854e-02,-8.09255810e+03
18355.3046,6.42352467e-02,-8.05542254e+03
18355.7547,6.40894998e-02,-8.01795874e+03
18356.2048,6.39422842e-02,-7.98017317e+03
18356.6549,6.37936395e-02,-7.94207230e+03
18357.1050,6.36436053e-02,-7.90366257e+03
18357.5551,6.34922211e-02,-7.86495043e+03
18358.0053,6.33395265e-02,-7.82594231e+03
18358.4554,6.31855607e-02,-7.78664463e+03
18358.9055,6.30303631e-02,-7.74706378e+03
18359.3556,6.28739729e-02,-7.70720613e+03
18359.8057,6.27164291e-02,-7.66707803e+03
18360.2558,6.25577707e-02,-7.62668580e+03
18360.7059,6.23980364e-02,-7.58603574e+03
18361.1560,6.22372649e-02,-7.54513409e+03
18361.6062,6.20754944e-02,-7.50398709e+03
18362.0563,6.19127634e-02,-7.46260092e+03
18362.5064,6.17491098e-02,-7.42098172e+03
18362.9565,6.15845713e-02,-7.37913561e+03
18363.4066,6.14191856e-02,-7.33706864e+03
18363.8567,6.12529899e-02,-7.29478683e+03
18364.3068,6.10860214e-02,-7.25229615e+03
18364.7569,6.09183168e-02,-7.20960251e+03
18365.2071,6.07499126e-02,-7.16671179e+03
18365.6572,6.05808451e-02,-7.12362979e+03
18366.1073,6.04111502e-02,-7.08036228e+03
18366.5574,6.02408635e-02,-7.03691495e+03
18367.0075,6.00700204e-02,-6.99329346e+03
18367.4576,5.98986558e-02,-6.94950338e+03
18367.9077,5.97268045e-02,-6.90555024e+03
18368.3578,5.95545006e-02,-6.86143949e+03
18368.8080,5.93817783e-02,-6.81717654e+03
18369.2581,5.92086710e-02,-6.77276672e+03
18369.7082,5.90352122e-02,-6.72821529e+03
18370.1583,5.88614347e-02,-6.68352745e+03
18370.6084,5.86873710e-02,-6.63870834e+03
18371.0585,5.85130532e-02,-6.59376301e+03
18371.5086,5.83385132e-02,-6.54869645e+03
18371.9587,5.81637824e-02,-6.50351358e+03
18372.4089,5.79888917e-02,-6.45821926e+03
18372.8590,5.78138717e-02,-6.41281826e+03
18373.3091,5.76387527e-02,-6.36731529e+03
18373.7592,5.74635644e-02,-6.32171496e+03
18374.2093,5.72883362e-02,-6.27602185e+03
18374.6594,5.71130972e-02,-6.23024042e+03
18375.1095,5.69378759e-02,-6.18437510e+03
18375.5596,5.67627006e-02,-6.13843019e+03
18376.0098,5.65875989e-02,-6.09240998e+03
18376.4599,5.64125982e-02,-6.04631862e+03
18376.9100,5.62377254e-02,-6.00016022e+03
18377.3601,5.60630072e-02,-5.95393882e+03
18377.8102,5.58884695e-02,-5.90765836e+03
18378.2603,5.57141381e-02,-5.86132271e+03
18378.7104,5.55400382e-02,-5.81493567e+03
18379.1605,5.53661947e-02,-5.76850097e+03
18379.6107,5.51926321e-02,-5.72202224e+03
18380.0608,5.50193743e-02,-5.67550305e+03
18380.5109,5.48464449e-02,-5.62894690e+03
18380.9610,5.46738673e-02,-5.58235719e+03
18381.4111,5.45016640e-02,-5.53573728e+03
18381.8612,5.43298576e-02,-5.48909041e+03
18382.3113,5.41584699e-02,-5.44241979e+03
18382.7614,5.39875226e-02,-5.39572852e+03
18383.2116,5.38170368e-02,-5.34901963e+03
18383.6617,5.36470332e-02,-5.30229610e+03
18384.1118,5.34775322e-02,-5.25556082e+03
18384.5619,5.33085537e-02,-5.20881659e+03
18385.0120,5.31401173e-02,-5.16206617e+03
18385.4621,5.29722422e-02,-5.11531222e+03
18385.9122,5.28049471e-02,-5.06855734e+03
18386.3623,5.26382505e-02,-5.02180406e+03
18386.8125,5.24721702e-02,-4.97505483e+03
18387.2626,5.23067240e-02,-4.92831203e+03
18387.7127,5.21419291e-02,-4.88157799e+03
18388.1628,5.19778023e-02,-4.83485495e+03
18388.6129,5.18143603e-02,-4.78814508e+03
18389.0630,5.16516190e-02,-4.74145050e+03
18389.5131,5.14895944e-02,-4.69477324e+03
18389.9632,5.13283018e-02,-4.64811528e+03
18390.4134,5.11677562e-02,-4.60147853e+03
18390.8635,5.10079725e-02,-4.55486483e+03
18391.3136,5.08489650e-02,-4.50827596e+03
18391.7637,5.06907476e-02,-4.46171364e+03
18392.2138,5.05333342e-02,-4.41517951e+03
18392.6639,5.03767381e-02,-4.36867517e+03
18393.1140,5.02209722e-02,-4.32220214e+03
18393.5641,5.00660494e-02,-4.27576189e+03
18394.0143,4.99119819e-02,-4.22935582e+03
18394.4644,4.97587820e-02,-4.18298529e+03
18394.9145,4.96064613e-02,-4.13665157e+03
18395.3646,4.94550313e-02,-4.09035591e+03
18395.8147,4.93045031e-02,-4.04409947e+03
18396.2648,4.91548877e-02,-3.99788338e+03
18396.7149,4.90061955e-02,-3.95170868e+03
18397.1650,4.88584369e-02,-3.90557639e+03
18397.6152,4.87116218e-02,-3.85948747e+03
18398.0653,4.85657600e-02,-3.81344281e+03
18398.5154,4.84208610e-02,-3.76744326e+03
18398.9655,4.82769338e-02,-3.72148961e+03
18399.4156,4.81339873e-02,-3.67558261e+03
18399.8657,4.79920303e-02,-3.62972296e+03
18400.3158,4.78510711e-02,-3.58391130e+03
18400.7659,4.77111179e-02,-3.53814823e+03
18401.2161,4.75721785e-02,-3.49243431e+03
18401.6662,4.74342606e-02,-3.44677003e+03
18402.1163,4.72973715e-02,-3.40115585e+03
18402.5664,4.71615186e-02,-3.35559218e+03
18403.0165,4.70267086e-02,-3.31007940e+03
18403.4666,4.68929484e-02,-3.26461783e+03
18403.9167,4.67602444e-02,-3.21920776e+03
18404.3668,4.66286028e-02,-3.17384941e+03
18404.8170,4.64980299e-02,-3.12854299e+03
18405.2671,4.63685314e-02,-3.08328866e+03
18405.7172,4.62401130e-02,-3.03808654e+03
18406.1673,4.61127801e-02,-2.99293671e+03
18406.6174,4.59865380e-02,-2.94783920e+03
18407.0675,4.58613918e-02,-2.90279403e+03
18407.5176,4.57373463e-02,-2.85780116e+03
18407.9677,4.56144063e-02,-2.81286052e+03
18408.4179,4.54925762e-02,-2.76797201e+03
18408.8680,4.53718605e-02,-2.72313548e+03
18409.3181,4.52522632e-02,-2.67835077e+03
18409.7682,4.51337884e-02,-2.63361768e+03
18410.2183,4.50164400e-02,-2.58893595e+03
18410.6684,4.49002215e-02,-2.54430533e+03
18411.1185,4.47851365e-02,-2.49972552e+03
18411.5686,4.46711884e-02,-2.45519618e+03
18412.0188,4.45583805e-02,-2.41071694e+03
18412.4689,4.44467157e-02,-2.36628743e+03
18412.9190,4.43361969e-02,-2.32190723e+03
18413.3691,4.42268271e-02,-2.27757588e+03
18413.8192,4.41186088e-02,-2.23329292e+03
18414.2693,4.40115446e-02,-2.18905784e+03
18414.7194,4.39056368e-02,-2.14487013e+03
18415.1695,4.38008876e-02,-2.10072922e+03
18415.6197,4.36972994e-02,-2.05663456e+03
18416.0698,4.35948740e-02,-2.01258553e+03
18416.5199,4.34936133e-02,-1.96858151e+03
18416.9700,4.33935192e-02,-1.92462187e+03
18417.4201,4.32945933e-02,-1.88070594e+03
18417.8702,4.31968372e-02,-1.83683302e+03
18418.3203,4.31002524e-02,-1.79300242e+03
18418.7704,4.30048401e-02,-1.74921339e+03
18419.2206,4.29106018e-02,-1.70546519e+03
18419.6707,4.28175384e-02,-1.66175705e+03
18420.1208,4.27256511e-02,-1.61808819e+03
18420.5709,4.26349409e-02,-1.57445780e+03
18421.0210,4.25454086e-02,-1.53086505e+03
18421.4711,4.24570550e-02,-1.48730912e+03
18421.9212,4.23698808e-02,-1.44378913e+03
18422.3713,4.22838867e-02,-1.40030423e+03
18422.8215,4.21990732e-02,-1.35685352e+03
18423.2716,4.21154407e-02,-1.31343610e+03
18423.7217,4.20329897e-02,-1.27005105e+03
18424.1718,4.19517204e-02,-1.22669745e+03
18424.6219,4.18716331e-02,-1.18337434e+03
18425.0720,4.17927280e-02,-1.14008078e+03
18425.5221,4.17150051e-02,-1.09681579e+03
18425.9722,4.16384645e-02,-1.05357839e+03
18426.4224,4.15631061e-02,-1.01036760e+03
18426.8725,4.14889299e-02,-9.67182399e+02
18427.3226,4.14159357e-02,-9.24021783e+02
18427.7727,4.13441232e-02,-8.80884726e+02
18428.2228,4.12734923e-02,-8.37770195e+02
18428.6729,4.12040425e-02,-7.94677148e+02
18429.1230,4.11357734e-02,-7.51604533e+02
18429.5731,4.10686846e-02,-7.08551293e+02
18430.0233,4.10027757e-02,-6.65516360e+02
18430.4734,4.09380460e-02,-6.22498662e+02
18430.9235,4.08744950e-02,-5.79497116e+02
18431.3736,4.08121220e-02,-5.36510636e+02
18431.8237,4.07509263e-02,-4.93538131e+02
18432.2738,4.06909071e-02,-4.50578500e+02
18432.7239,4.06320638e-02,-4.07630643e+02
18433.1740,4.05743953e-02,-3.64693450e+02
18433.6242,4.05179009e-02,-3.21765811e+02
18434.0743,4.04625796e-02,-2.78846610e+02
18434.5244,4.04084305e-02,-2.35934728e+02
18434.9745,4.03554525e-02,-1.93029045e+02
18435.4246,4.03036447e-02,-1.50128435e+02
18435.8747,4.02530058e-02,-1.07231775e+02
18436.3248,4.02035349e-02,-6.43379360e+01
18436.7749,4.01552306e-02,-2.14457905e+01
18437.2251,4.01080919e-02,2.14457905e+01
18437.6752,4.00621175e-02,6.43379360e+01
18438.1253,4.00173060e-02,1.07231775e+02
18438.5754,3.99736563e-02,1.50128435e+02
18439.0255,3.99311669e-02,1.93029045e+02
18439.4756,3.98898364e-02,2.35934728e+02
18439.9257,3.98496634e-02,2.78846610e+02
18440.3758,3.98106465e-02,3.21765811e+02
18440.8260,3.97727842e-02,3.64693450e+02
18441.2761,3.97360749e-02,4.07630643e+02
18441.7262,3.97005172e-02,4.50578500e+02
18442.1763,3.96661092e-02,4.93538131e+02
18442.6264,3.96328496e-02,5.36510636e+02
18443.0765,3.96007365e-02,5.79497116e+02
18443.5266,3.95697683e-02,6.22498662e+02
18443.9767,3.95399432e-02,6.65516360e+02
18444.4269,3.95112595e-02,7.08551293e+02
18444.8770,3.94837154e-02,7.51604533e+02
18445.3271,3.94573089e-02,7.94677148e+02
18445.7772,3.94320383e-02,8.37770195e+02
18446.2273,3.94079016e-02,8.80884726e+02
18446.6774,3.93848968e-02,9.24021783e+02
18447.1275,3.93630220e-02,9.67182399e+02
18447.5776,3.93422752e-02,1.01036760e+03
18448.0278,3.93226542e-02,1.05357839e+03
18448.4779,3.93041569e-02,1.09681579e+03
18448.9280,3.92867813e-02,1.14008078e+03
18449.3781,3.92705251e-02,1.18337434e+03
18449.8282,3.92553861e-02,1.22669745e+03
18450.2783,3.92413620e-02,1.27005105e+03
18450.7284,3.92284505e-02,1.31343610e+03
18451.1785,3.92166492e-02,1.35685352e+03
18451.6287,3.92059558e-02,1.40030423e+03
18452.0788,3.91963678e-02,1.44378913e+03
18452.5289,3.91878827e-02,1.48730912e+03
18452.9790,3.91804980e-02,1.53086505e+03
18453.4291,3.91742110e-02,1.57445780e+03
18453.8792,3.91690192e-02,1.61808819e+03
18454.3293,3.91649198e-02,1.66175705e+03
18454.7794,3.91619102e-02,1.70546519e+03
18455.2296,3.91599874e-02,1.74921339e+03
18455.6797,3.91591488e-02,1.79300242e+03
18456.1298,3.91593912e-02,1.83683302e+03
18456.5799,3.91607119e-02,1.88070594e+03
18457.0300,3.91631078e-02,1.92462187e+03
18457.4801,3.91665758e-02,1.96858151e+03
18457.9302,3.91711127e-02,2.01258553e+03
18458.3803,3.91767154e-02,2.05663456e+03
18458.8305,3.91833806e-02,2.10072922e+03
18459.2806,3.91911049e-02,2.14487013e+03
18459.7307,3.91998850e-02,2.18905784e+03
18460.1808,3.92097173e-02,2.23329292e+03
18460.6309,3.92205984e-02,2.27757588e+03
18461.0810,3.92325246e-02,2.32190723e+03
18461.5311,3.92454922e-02,2.36628743e+03
18461.9812,3.92594974e-02,2.41071694e+03
18462.4314,3.92745365e-02,2.45519618e+03
18462.8815,3.92906054e-02,2.49972552e+03
18463.3316,3.93077002e-02,2.54430533e+03
18463.7817,3.93258167e-02,2.58893595e+03
18464.2318,3.93449509e-02,2.63361768e+03
18464.6819,3.93650983e-02,2.67835077e+03
18465.1320,3.93862547e-02,2.72313548e+03
18465.5821,3.94084156e-02,2.76797201e+03
18466.0323,3.94315765e-02,2.81286052e+03
18466.4824,3.94557326e-02,2.85780116e+03
18466.9325,3.94808793e-02,2.90279403e+03
18467.3826,3.95070116e-02,2.94783920e+03
18467.8327,3.95341247e-02,2.99293671e+03
18468.2828,3.95622135e-02,3.03808654e+03
18468.7329,3.95912727e-02,3.08328866e+03
18469.1830,3.96212972e-02,3.12854299e+03
18469.6332,3.96522815e-02,3.17384941e+03
18470.0833,3.96842201e-02,3.21920776e+03
18470.5334,3.97171074e-02,3.26461783e+03
18470.9835,3.97509375e-02,3.31007940e+03
18471.4336,3.97857048e-02,3.35559218e+03
18471.8837,3.98214030e-02,3.40115585e+03
18472.3338,3.98580261e-02,3.44677003e+03
18472.7839,3.98955679e-02,3.49243431e+03
18473.2341,3.99340218e-02,3.53814823e+03
18473.6842,3.99733815e-02,3.58391130e+03
18474.1343,4.00136401e-02,3.62972296e+03
18474.5844,4.00547909e-02,3.67558261e+03
18475.0345,4.00968269e-02,3.72148961e+03
18475.4846,4.01397409e-02,3.76744326e+03
18475.9347,4.01835258e-02,3.81344281e+03
18476.3848,4.02281740e-02,3.85948747e+03
18476.8350,4.02736780e-02,3.90557639e+03
18477.2851,4.03200301e-02,3.95170868e+03
18477.7352,4.03672224e-02,3.99788338e+03
18478.1853,4.04152467e-02,4.04409947e+03
18478.6354,4.04640948e-02,4.09035591e+03
18479.0855,4.05137584e-02,4.13665157e+03
18479.5356,4.05642289e-02,4.18298529e+03
18479.9857,4.06154974e-02,4.22935582e+03
18480.4359,4.06675551e-02,4.27576189e+03
18480.8860,4.07203929e-02,4.32220214e+03
18481.3361,4.07740013e-02,4.36867517e+03
18481.7862,4.08283710e-02,4.41517951e+03
18482.2363,4.08834923e-02,4.46171364e+03
18482.6864,4.09393553e-02,4.50827596e+03
18483.1365,4.09959498e-02,4.55486483e+03
18483.5866,4.10532657e-02,4.60147853e+03
18484.0368,4.11112925e-02,4.64811528e+03
18484.4869,4.11700195e-02,4.69477324e+03
18484.9370,4.12294358e-02,4.74145050e+03
18485.3871,4.12895303e-02,4.78814508e+03
18485.8372,4.13502918e-02,4.83485495e+03
18486.2873,4.14117087e-02,4.88157799e+03
18486.7374,4.14737693e-02,4.92831203e+03
18487.1875,4.15364616e-02,4.97505483e+03
18487.6377,4.15997735e-02,5.02180406e+03
18488.0878,4.16636926e-02,5.06855734e+03
18488.5379,4.17282063e-02,5.11531222e+03
18488.9880,4.17933017e-02,5.16206617e+03
18489.4381,4.18589657e-02,5.20881659e+03
18489.8882,4.19251851e-02,5.25556082e+03
18490.3383,4.19919464e-02,5.30229610e+03
18490.7884,4.20592357e-02,5.34901963e+03
18491.2386,4.21270390e-02,5.39572852e+03
18491.6887,4.21953422e-02,5.44241979e+03
18492.1388,4.22641307e-02,5.48909041e+03
18492.5889,4.23333897e-02,5.53573728e+03
18493.0390,4.24031045e-02,5.58235719e+03
18493.4891,4.24732596e-02,5.62894690e+03
18493.9392,4.25438397e-02,5.67550305e+03
18494.3893,4.26148292e-02,5.72202224e+03
18494.8395,4.26862119e-02,5.76850097e+03
18495.2896,4.27579718e-02,5.81493567e+03
18495.7397,4.28300924e-02,5.86132271e+03
18496.1898,4.29025570e-02,5.90765836e+03
18496.6399,4.29753487e-02,5.95393882e+03
18497.0900,4.30484503e-02,6.00016022e+03
18497.5401,4.31218444e-02,6.04631862e+03
18497.9902,4.31955133e-02,6.09240998e+03
18498.4404,4.32694391e-02,6.13843019e+03
18498.8905,4.33436035e-02,6.18437510e+03
18499.3406,4.34179882e-02,6.23024042e+03
18499.7907,4.34925746e-02,6.27602185e+03
18500.2408,4.35673436e-02,6.32171496e+03
18500.6909,4.36422762e-02,6.36731529e+03
18501.1410,4.37173530e-02,6.41281826e+03
18501.5911,4.37925542e-02,6.45821926e+03
18502.0413,4.38678601e-02,6.50351358e+03
18502.4914,4.39432505e-02,6.54869645e+03
18502.9415,4.40187051e-02,6.59376301e+03
18503.3916,4.40942033e-02,6.63870834e+03
18503.8417,4.41697242e-02,6.68352745e+03
18504.2918,4.42452469e-02,6.72821529e+03
18504.7419,4.43207501e-02,6.77276672e+03
18505.1920,4.43962123e-02,6.81717654e+03
18505.6422,4.44716118e-02,6.86143949e+03
18506.0923,4.45469267e-02,6.90555024e+03
18506.5424,4.46221348e-02,6.94950338e+03
18506.9925,4.46972139e-02,6.99329346e+03
18507.4426,4.47721414e-02,7.03691495e+03
18507.8927,4.48468945e-02,7.08036228e+03
18508.3428,4.49214504e-02,7.12362979e+03
18508.7929,4.49957860e-02,7.16671179e+03
18509.2431,4.50698779e-02,7.20960251e+03
18509.6932,4.51437028e-02,7.25229615e+03
18510.1433,4.52172369e-02,7.29478683e+03
18510.5934,4.52904565e-02,7.33706864e+03
18511.0435,4.53633376e-02,7.37913561e+03
18511.4936,4.54358562e-02,7.42098172e+03
18511.9437,4.55079879e-02,7.46260092e+03
18512.3938,4.55797085e-02,7.50398709e+03
18512.8440,4.56509933e-02,7.54513409e+03
18513.2941,4.57218178e-02,7.58603574e+03
18513.7442,4.57921572e-02,7.62668580e+03
18514.1943,4.58619866e-02,7.66707803e+03
18514.6444,4.59312812e-02,7.70720613e+03
18515.0945,4.60000159e-02,7.74706378e+03
18515.5446,4.60681655e-02,7.78664463e+03
18515.9947,4.61357049e-02,7.82594231e+03
18516.4449,4.62026088e-02,7.86495043e+03
18516.8950,4.62688519e-02,7.90366257e+03
18517.3451,4.63344090e-02,7.94207230e+03
18517.7952,4.63992546e-02,7.98017317e+03
18518.2453,4.64633633e-02,8.01795874e+03
18518.6954,4.65267097e-02,8.05542254e+03
18519.1455,4.65892685e-02,8.09255810e+03
18519.5956,4.66510142e-02,8.12935895e+03
18520.0458,4.67119215e-02,8.16581864e+03
18520.4959,4.67719651e-02,8.20193068e+03
18520.9460,4.68311196e-02,8.23768864e+03
18521.3961,4.68893598e-02,8.27308606e+03
18521.8462,4.69466605e-02,8.30811653e+03
18522.2963,4.70029967e-02,8.34277362e+03
18522.7464,4.70583434e-02,8.37705096e+03
18523.1965,4.71126757e-02,8.41094218e+03
18523.6467,4.71659688e-02,8.44444095e+03
18524.0968,4.72181981e-02,8.47754096e+03
18524.5469,4.72693390e-02,8.51023595e+03
18524.9970,4.73193673e-02,8.54251970e+03
18525.4471,4.73682588e-02,8.57438602e+03
18525.8972,4.74159894e-02,8.60582877e+03
18526.3473,4.74625354e-02,8.63684187e+03
18526.7974,4.75078732e-02,8.66741928e+03
18527.2476,4.75519793e-02,8.69755504e+03
18527.6977,4.75948308e-02,8.72724323e+03
18528.1478,4.76364045e-02,8.75647801e+03
18528.5979,4.76766781e-02,8.78525359e+03
18529.0480,4.77156289e-02,8.81356428e+03
18529.4981,4.77532351e-02,8.84140443e+03
18529.9482,4.77894747e-02,8.86876852e+03
18530.3983,4.78243264e-02,8.89565106e+03
18530.8485,4.78577690e-02,8.92204669e+03
18531.2986,4.78897817e-02,8.94795012e+03
18531.7487,4.79203439e-02,8.97335616e+03
18532.1988,4.79494357e-02,8.99825971e+03
18532.6489,4.79770373e-02,9.02265579e+03
18533.0990,4.80031293e-02,9.04653951e+03
18533.5491,4.80276929e-02,9.06990609e+03
18533.9992,4.80507095e-02,9.09275086e+03
18534.4494,4.80721609e-02,9.11506929e+03
18534.8995,4.80920296e-02,9.13685694e+03
18535.3496,4.81102982e-02,9.15810950e+03
18535.7997,4.81269501e-02,9.17882279e+03
18536.2498,4.81419690e-02,9.19899276e+03
18536.6999,4.81553389e-02,9.21861548e+03
18537.1500,4.81670447e-02,9.23768717e+03
18537.6002,4.81770714e-02,9.25620417e+03
18538.0503,4.81854047e-02,9.27416298e+03
18538.5004,4.81920309e-02,9.29156022e+03
18538.9505,4.81969366e-02,9.30839267e+03
18539.4006,4.82001091e-02,9.32465726e+03
18539.8507,4.82015362e-02,9.34035107e+03
18540.3008,4.82012063e-02,9.35547131e+03
18540.7509,4.81991083e-02,9.37001538e+03
18541.2011,4.81952317e-02,9.38398081e+03
18541.6512,4.81895665e-02,9.39736531e+03
18542.1013,4.81821034e-02,9.41016672e+03
18542.5514,4.81728337e-02,9.42238308e+03
18543.0015,4.81617491e-02,9.43401256e+03
18543.4516,4.81488420e-02,9.44505353e+03
18543.9017,4.81341056e-02,9.45550449e+03
18544.3518,4.81175334e-02,9.46536414e+03
18544.8020,4.80991197e-02,9.47463133e+03
18545.2521,4.80788594e-02,9.48330508e+03
18545.7022,4.80567479e-02,9.49138461e+03
18546.1523,4.80327814e-02,9.49886927e+03
